distance_from_star_au,surface_temperature_k,atmospheric_pressure_atm,water_coverage_pct,oxygen_level_pct,magnetic_field_strength_ut,planet_mass_earth_masses,stellar_radiation_wm2,atmospheric_thickness_km,tectonic_activity_score,volcanic_activity_index,asteroid_impact_rate,habitable
0.34447546321922606,457.1142546671539,0.13319031258610942,1.8849985279556114,3.783946114511985,12.38832339640222,0.5073087819373048,3567.9437010111787,12.598304906559012,2.1671205228983954,8.630217556594792,3.9593659220225077,0
2.786105013520624,154.86765035434533,0.38070390591270026,12.171431863479485,2.0145176160730536,8.413548706044674,0.40086160782226726,332.89612931578404,33.82969024109126,0.8858281960839272,0.6023180395708907,3.984523912954569,0
2.5893239456683577,112.55927606894755,0.029458491710401137,13.629212250343425,6.348299217830648,10.158790135738013,1.00466159759576,373.5158911795218,49.512557567649424,1.620865827146341,1.1590727382999622,4.106427359185562,0
2.1603038071730514,113.83613084068593,0.09272846725975933,16.027430709272735,0.7581477682767517,5.80660322103026,0.6736802880748891,443.3716341532654,28.630068259418653,1.3733008467080745,1.9601038859529696,3.302198031324413,0
1.3725340818779426,290.2225104605894,0.854453807889872,65.07067011987326,23.64092165833361,54.15050795589709,1.348798182634779,1253.2400794678933,116.0524851413405,6.4749223185181854,4.631054502136997,1.6338602340536048,1
4.068602626716245,149.42227397733964,0.36714654964941196,14.65446830826613,2.316661637365817,9.121475598743505,2.203211315351942,372.12012498967636,55.36824818559481,0.2543649072650218,1.8616153446895236,2.6914736362363483,0
4.067430070941013,160.46665561495283,0.425896116787844,9.957383610286383,0.17762250390280254,11.849504383726083,1.8786191576204376,471.3940865805776,46.948892163932754,0.5094410009150978,0.28008962426845807,2.090230995261602,0
0.46166515199698155,704.8750044776328,0.10123041369007926,9.261929864146266,1.602837930082495,7.547003321224796,1.2622967434033519,3171.5565418620954,33.090324078100934,0.421497029386552,9.91200408338161,4.122911913269506,0
1.2474794580738373,328.97337488563653,0.18580417714336023,0.7137478881916864,2.3054033869924013,7.206644545078623,0.40363333505074395,1400.7397744503933,12.086687368698923,1.221025103279895,0.31800970481429813,7.083269468600397,0
1.1353348419588514,270.0606436158123,1.341786881181743,46.15279046886975,18.035132646734777,29.349433773811327,1.141552935635106,1329.903756917387,93.94634483080168,4.704559859296388,5.464372227863906,2.0002465594824264,1
